SampleID,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350
HNGH001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,1.36E-05,1.38E-05,1.38E-05,1.49E-05,1.57E-05,1.57E-05,2.06E-05,1.93E-05,1.92E-05,2.62E-05,0.000372888,0.000288521,0.00028157,0.000286746,0.000324715,0.000384793,0.000500881,0.000557521,0.000603069,0.000615195,0.000596932,0.000542732,0.000506945,0.000511233,0.000585693,0.000621776,0.000723446,0.000852326,0.000948451,0.00094638,0.000837464,0.000754354,0.000736534,0.000761674,0.000810697,0.000892588,0.001020581,0.001278157,0.001658883,0.001925776,0.001895496,0.001515288,0.00120928,0.001131715,0.001217414,0.001326958,0.001518246,0.001869136,0.002395232,0.003206779,0.003965495,0.004216602,0.003624735,0.003168034,0.003228259,0.003823823,0.004755082,0.006004365,0.006965349,0.007337017,0.007373433,0.007492368,0.007676409,0.00761526,0.007662915,0.008098765,0.008733998,0.009661117,0.010941418,0.011881254,0.012035792,0.011585265,0.0115846,0.012269929,0.013458986,0.014941333,0.01662421,0.018014389,0.019161742,0.020446184,0.022407526,0.02524016,0.02785999,0.028863675,0.028826186,0.028175647,0.027065449,0.025807737,0.024576459,0.023699806,0.023275195,0.023056771,0.022662995,0.022033935,0.02096093,0.019544058,0.0179315,0.016538622,0.015228227,0.01412716,0.013262671,0.012442028,0.011863212,0.011311533,0.01079871,0.010172941,0.009523252,0.008815704,0.008107822,0.007547381,0.00681033,0.00639914,0.005980075,0.005626301,0.005342808,0.005107489,0.004839302,0.004571004,0.004257085,0.00395921,0.003694203,0.003447829,0.003229627,0.003070283,0.002798843,0.002641495,0.002487474,0.00237109,0.002210192,0.002073474,0.001927476,0.001795158,0.001674928,0.001562315,0.00143617,0.001354761,0.001289766,0.001203919,0.001161699,0.001077257,0.001015664,0.000952296,0.000881903,0.000818387,0.000759493,0.000723816,0.000681891,0.000653719,0.000610685,0.000597967,0.000569499,0.000544211,0.000498441,0.000468051,0.0004472,0.000446054,0.000424647,0.00041644,0.000406827,0.000382648,0.00037873,0.000363645,0.000350484,0.000342276,0.000331998,0.000332516,0.000318689,0.000314178,0.000309594,0.000316323,0.000305158,0.000307228,0.00030257,0.000299094,0.000292883,0.000295028,0.000299538,0.000292144,0.000297911,0.000306193,0.00037836,0.000287781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30E-05,1.25E-05,1.36E-05,1.62E-05,1.71E-05,1.72E-05,2.22E-05,0.000295355,0.000239755,0.0002352,0.000232627,0.000272669,0.000337257,0.000425336,0.000473994,0.000522156,0.000525162,0.000503561,0.000454035,0.000433053,0.000438353,0.00048106,0.000529346,0.000610917,0.000716353,0.000806788,0.000791726,0.000685485,0.000613645,0.000600628,0.000635463,0.000689576,0.000750878,0.000857305,0.00110016,0.001462303,0.001695023,0.001664155,0.001307373,0.001031822,0.000965406,0.001016109,0.001125759,0.00132256,0.001658793,0.002208161,0.002989039,0.003811912,0.003966501,0.00343077,0.002978223,0.003017955,0.003623511,0.004614485,0.005854264,0.0069115,0.007358593,0.007385029,0.007494927,0.007597233,0.007522139,0.007518853,0.007877836,0.008689489,0.00971316,0.011087663,0.012207162,0.012428973,0.01194221,0.011890329,0.012429344,0.013721656,0.015266429,0.017007693,0.018498601,0.019687771,0.020827786,0.022851575,0.025512376,0.027851788,0.028832504,0.028848434,0.02830043,0.027416007,0.026100545,0.024926965,0.023913056,0.023338213,0.022861058,0.022456301,0.021973753,0.020910535,0.01963682,0.0182096,0.016693804,0.015461494,0.014405467,0.013447933,0.012626145,0.011956776,0.011430901,0.010837184,0.010322621,0.009692334,0.008980103,0.00830435,0.007528368,0.007009621,0.006473891,0.006092005,0.005688239,0.005400074,0.005169121,0.004883621,0.004633328,0.004321733,0.004029725,0.003776829,0.003503912,0.003289446,0.003002149,0.002879792,0.002673508,0.002527721,0.002399041,0.002284866,0.002112953,0.001987093,0.001835108,0.001722172,0.001565352,0.00145657,0.001365453,0.001300865,0.001218612,0.001169024,0.001093837,0.001036998,0.000961563,0.000877016,0.000814784,0.000755217,0.000716229,0.000684121,0.000660691,0.000624616,0.000579925,0.000540255,0.00050542,0.000477031,0.000445977,0.000441204,0.000423229,0.000400109,0.000371906,0.000361245,0.000346864,0.000339798,0.000329695,0.000323682,0.000314756,0.000290583,0.000280355,0.000281843,0.000269942,0.000262628,0.000266719,0.000255995,0.000257297,0.000263805,0.000258041,0.000264115,0.00025209,0.000256615,0.000306822,0.000229621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-05,1.42E-05,2.22E-05,1.94E-05,2.13E-05,2.69E-05,0.000292489,0.00025259,0.000250608,0.000254449,0.000268761,0.000320369,0.000395118,0.000441057,0.00050611,0.0005058,0.000484116,0.000436721,0.000427861,0.000427489,0.00044527,0.00053653,0.00061862,0.000761644,0.00085374,0.000878057,0.000771154,0.000685532,0.000671189,0.000716633,0.000771959,0.000850952,0.000997723,0.001282964,0.001684401,0.001968496,0.001937053,0.001571488,0.001278131,0.001233648,0.001305949,0.001459102,0.001670554,0.002060499,0.002624847,0.003483202,0.00427796,0.004575375,0.004034136,0.003564673,0.003683131,0.004293914,0.00522045,0.00640156,0.007383206,0.007729875,0.007903875,0.00815978,0.008369963,0.008294656,0.008323868,0.008915476,0.009616466,0.010468099,0.011630498,0.012542352,0.012784255,0.012498333,0.012737231,0.013542615,0.014816595,0.016323464,0.017850778,0.019095237,0.020214577,0.021555314,0.023880577,0.027141175,0.029917625,0.030976219,0.030576207,0.029333142,0.028058604,0.026678526,0.025264218,0.024106527,0.023559434,0.023056979,0.022607898,0.021737028,0.020363114,0.018793857,0.017195047,0.015649022,0.014256367,0.013162769,0.012253177,0.011435464,0.010849153,0.010244008,0.009619285,0.009049578,0.008423399,0.00761501,0.00703251,0.006433901,0.005952232,0.005516378,0.005181419,0.004871365,0.0046066,0.004336787,0.004100242,0.003902854,0.003665442,0.003431191,0.003150658,0.002930223,0.002753465,0.002558369,0.002406548,0.002277248,0.00212171,0.002010935,0.001906045,0.00180481,0.001661137,0.001542741,0.001424283,0.001324721,0.001239162,0.00116432,0.001088611,0.001037064,0.000978269,0.000903304,0.000854731,0.000804238,0.000753682,0.00068863,0.000658581,0.000612983,0.000597122,0.000534548,0.000501649,0.000484426,0.00046745,0.000447067,0.000423153,0.000403513,0.000363738,0.000357604,0.000350851,0.000320679,0.000318944,0.000312222,0.000292242,0.000286728,0.000282019,0.000276071,0.000269318,0.000262999,0.000244722,0.000246767,0.000238527,0.000221427,0.000227065,0.000272106,0.00019776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,1.27E-05,1.61E-05,1.42E-05,1.45E-05,1.46E-05,1.70E-05,1.38E-05,1.37E-05,2.02E-05,1.67E-05,2.33E-05,2.57E-05,0.000310301,0.000266989,0.000237088,0.000235925,0.000270957,0.000320701,0.00039453,0.000450433,0.000471986,0.000483481,0.00045967,0.000448243,0.000419779,0.000429221,0.000452417,0.00048745,0.000578932,0.000691557,0.000789608,0.000771544,0.000693336,0.000641061,0.000623681,0.000631995,0.00068232,0.000755397,0.000871238,0.001116502,0.00145797,0.001703748,0.001696905,0.001343976,0.001089543,0.001011848,0.001074422,0.001186328,0.001381678,0.00169735,0.002198724,0.002985185,0.003729223,0.003994912,0.003458265,0.003023262,0.003114163,0.003697988,0.004622493,0.00586096,0.00701424,0.007509592,0.007547328,0.007666693,0.007760091,0.007683594,0.007663888,0.008122394,0.008726609,0.009682726,0.010971519,0.012069238,0.012295652,0.011759416,0.011746313,0.012304205,0.013522077,0.014930576,0.016508938,0.018042618,0.019165381,0.020416609,0.022310951,0.024880189,0.027004502,0.027950971,0.028009542,0.027458527,0.02658267,0.025429117,0.024295372,0.023508569,0.023004698,0.022651529,0.022259667,0.021552475,0.020493278,0.019136712,0.017742581,0.016313075,0.015057571,0.014122836,0.013301616,0.012543551,0.011996983,0.011424072,0.010890642,0.010336137,0.009748378,0.00902692,0.008383122,0.007798101,0.007343015,0.006679306,0.006335204,0.005990007,0.005706665,0.00545514,0.00517515,0.004904227,0.004600084,0.004308326,0.003996143,0.003761621,0.003514373,0.00329008,0.003129969,0.002882173,0.002731196,0.00260995,0.002422469,0.002309639,0.002152812,0.002010217,0.001878501,0.001756228,0.001648872,0.001554174,0.001445927,0.001372919,0.001311338,0.001201724,0.001146129,0.001067682,0.00102348,0.000949309,0.000900865,0.00082902,0.000778182,0.000740206,0.000701273,0.00066973,0.000656319,0.000622997,0.000587622,0.000559979,0.00051174,0.00048615,0.000473902,0.000459738,0.00043969,0.000435379,0.000426074,0.000380298,0.000368872,0.000361892,0.000360866,0.000346497,0.000331581,0.000330281,0.000313927,0.000317417,0.000310369,0.000318033,0.000310233,0.00031297,0.000287516,0.000297301,0.000285258,0.0002817,0.000291416,0.000300311,0.000282726,0.000282179,0.000298532,0.000299559,0.00029299,0.000365108,0.000272942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E-05,1.67E-05,1.97E-05,1.64E-05,1.95E-05,1.99E-05,0.000376154,0.000323905,0.000305473,0.000309687,0.000340864,0.000396414,0.000467958,0.000537167,0.000587131,0.00059881,0.000584745,0.000544275,0.000510306,0.000509595,0.00055697,0.000613586,0.000699017,0.000836572,0.000969454,0.000948915,0.000836343,0.000756547,0.000742457,0.000770181,0.000825375,0.0009185,0.001058542,0.001333142,0.001776677,0.002067018,0.002051633,0.001651005,0.001317706,0.001234382,0.001311588,0.001456885,0.001661414,0.002081489,0.00267385,0.003528422,0.004369894,0.004600319,0.003997091,0.003560132,0.00368974,0.004401883,0.005417468,0.006691202,0.007721106,0.008171749,0.00826104,0.008319941,0.008389987,0.008260379,0.008476917,0.008896865,0.009623048,0.010619186,0.011720329,0.012621083,0.012840692,0.012347371,0.012476115,0.013082059,0.01436544,0.015948886,0.017569806,0.019079879,0.020306822,0.021617801,0.023801097,0.026910231,0.029567274,0.030299627,0.029886812,0.028793336,0.027422365,0.025839934,0.024421868,0.023345326,0.022880795,0.022341572,0.021820704,0.020971642,0.019654951,0.018220255,0.016697919,0.015279091,0.013988626,0.012950903,0.012196107,0.011412876,0.010828792,0.010290102,0.009736687,0.009175757,0.00857192,0.007945742,0.007114629,0.006659009,0.006227864,0.005792809,0.005514096,0.005209385,0.004909549,0.00463406,0.004397009,0.004149117,0.00388589,0.003628224,0.003410265,0.003124392,0.00295561,0.002776369,0.002609567,0.002447742,0.002309375,0.002178371,0.002039853,0.0019106,0.001787442,0.001697719,0.001518579,0.001423373,0.001339261,0.001268326,0.001185179,0.001112797,0.00104793,0.000996924,0.000905399,0.000851957,0.000799276,0.000750835,0.000707167,0.000665733,0.00062237,0.000599622,0.000548744,0.000522949,0.000502537,0.000485882,0.000459326,0.000438051,0.000412205,0.000388645,0.000378083,0.000365694,0.000347567,0.000343657,0.000343301,0.000328373,0.000301868,0.000298821,0.000293439,0.000286279,0.000271097,0.000268152,0.000260535,0.000270741,0.000266781,0.000337767,0.000240885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-05,1.85E-05,1.66E-05,1.70E-05,2.00E-05,1.92E-05,1.89E-05,2.92E-05,0.000363788,0.000309904,0.000282651,0.000281181,0.000308151,0.00036554,0.000463074,0.000543307,0.000581868,0.000589162,0.000556424,0.000518881,0.000476446,0.00049813,0.00053262,0.000585939,0.000691926,0.000849139,0.000991567,0.000985517,0.000854793,0.000770377,0.000737951,0.00076444,0.0008125,0.000906585,0.001074231,0.001388262,0.00182708,0.002181482,0.002124205,0.001669669,0.001319621,0.001219768,0.00128236,0.001408334,0.001620082,0.002011518,0.002601641,0.003466499,0.004297743,0.004541804,0.003871986,0.003362491,0.003480493,0.004072284,0.005075612,0.006358735,0.007478792,0.007912098,0.007887446,0.007887841,0.007979439,0.007902316,0.007891404,0.008408701,0.008988845,0.009967266,0.011208435,0.012242352,0.012369712,0.011909323,0.011889025,0.012451951,0.013716472,0.015276083,0.016943942,0.018365563,0.01935125,0.020488101,0.022398268,0.025105585,0.027598102,0.028515006,0.028442152,0.027752629,0.026811554,0.025500047,0.024271232,0.023334171,0.022864481,0.02249077,0.022145867,0.021592553,0.020447815,0.019231665,0.01775664,0.016494522,0.015160936,0.014076782,0.013181081,0.012432784,0.011808396,0.01123925,0.010633013,0.010060192,0.009418333,0.008787783,0.008125202,0.007300941,0.006776322,0.00630126,0.00592085,0.005551691,0.00523127,0.004954443,0.004669927,0.00445408,0.00418825,0.003888411,0.003639968,0.003395992,0.003166745,0.00287909,0.002711303,0.002537184,0.002385992,0.002259679,0.002146765,0.002026954,0.001893007,0.001760418,0.001635461,0.001524046,0.001390241,0.001318264,0.001241424,0.001183469,0.001109456,0.001038327,0.000999822,0.000934573,0.000877014,0.000788979,0.000746884,0.000695714,0.000670638,0.000623087,0.000611665,0.000585091,0.000562135,0.000519616,0.000482468,0.000457533,0.000440062,0.000415353,0.000398674,0.000394942,0.000352932,0.000363166,0.00035802,0.000348352,0.000334103,0.000330994,0.00030555,0.000303797,0.000289718,0.000286269,0.000276714,0.00028005,0.000283951,0.000278693,0.000283866,0.00027482,0.000275922,0.00028576,0.000329523,0.000246803,0,2.83E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,1.46E-05,1.51E-05,1.67E-05,1.56E-05,2.05E-05,2.73E-05,0.000467464,0.000372553,0.000343579,0.000348806,0.000381962,0.000449393,0.000558194,0.00067043,0.000726884,0.000719268,0.000671326,0.000603223,0.000569619,0.000583135,0.000606135,0.000689696,0.000790657,0.000982571,0.001141628,0.001128747,0.000971146,0.000858461,0.000835462,0.000843452,0.000902818,0.001013822,0.001204579,0.001555924,0.002068044,0.002462625,0.002375405,0.001808101,0.001396941,0.00130763,0.001380961,0.001523067,0.001785922,0.002218924,0.002903356,0.003906499,0.0049254,0.005106374,0.004333415,0.003737548,0.003778843,0.004454426,0.005652172,0.007125095,0.008342742,0.008693601,0.008593052,0.008584389,0.00862281,0.008436309,0.008460915,0.008899368,0.009610197,0.010648326,0.011977089,0.013046469,0.013064354,0.012417595,0.012416587,0.012980382,0.014189031,0.015853606,0.017605178,0.019219796,0.02047549,0.021507346,0.02353585,0.026341419,0.028735754,0.029479066,0.029194817,0.028389785,0.027258686,0.026024611,0.024667322,0.023547424,0.022806874,0.022226203,0.021652178,0.020829822,0.019453752,0.018209671,0.01680347,0.015537807,0.014269082,0.013180398,0.012191966,0.011416804,0.010706721,0.010095508,0.009583762,0.008988567,0.008419059,0.007699717,0.007168481,0.006579371,0.006083083,0.0056658,0.005254267,0.004891348,0.004603327,0.004360037,0.004164351,0.003922256,0.003726048,0.003488358,0.003283525,0.002950177,0.002756993,0.002602118,0.002410651,0.002238675,0.002119196,0.002015696,0.00190977,0.001799401,0.001688024,0.00154308,0.001439506,0.001317413,0.001262601,0.001157609,0.001074122,0.001038278,0.000963379,0.000924474,0.000859955,0.000809251,0.000748316,0.000696865,0.000656765,0.000606807,0.000573278,0.000530191,0.000496961,0.000493451,0.00046836,0.000434831,0.000411831,0.000401078,0.000377182,0.00034664,0.000338277,0.000330137,0.000305943,0.000307361,0.000298848,0.00029504,0.000273907,0.000271891,0.000268008,0.000257703,0.000243739,0.000251131,0.000234105,0.000235972,0.000298774,0.000218648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-06,2.59E-06,2.59E-06,1.52E-05,1.47E-05,1.55E-05,1.82E-05,1.68E-05,1.56E-05,1.57E-05,1.74E-05,1.98E-05,2.61E-05,2.42E-05,2.43E-05,2.74E-05,0.00037688,0.000309516,0.000292444,0.000310256,0.000324801,0.000385755,0.00046033,0.000539836,0.000583903,0.000597955,0.000562886,0.000545506,0.000502055,0.000503411,0.000532625,0.000582547,0.000690649,0.000833698,0.000970089,0.000979026,0.000862665,0.000768121,0.000753114,0.000773976,0.000838443,0.000921862,0.001069748,0.001376276,0.001767979,0.002087818,0.002031179,0.001603113,0.001279729,0.001205277,0.001260623,0.001377385,0.001570941,0.001948314,0.002486825,0.003275931,0.004091848,0.004238348,0.003622951,0.003173406,0.003212851,0.003771022,0.004700188,0.005891536,0.006963966,0.00734063,0.007376007,0.007427686,0.007475512,0.007418009,0.007374097,0.007797971,0.00835075,0.009182198,0.010277061,0.011271927,0.011339106,0.010943828,0.010838745,0.011359259,0.012416127,0.013833111,0.015346055,0.016759988,0.017850384,0.018936865,0.02066694,0.023172871,0.0252781,0.026416476,0.026650678,0.02614283,0.025595043,0.024538299,0.023507595,0.0229591,0.022712602,0.022509648,0.022396306,0.021956438,0.020920186,0.01972286,0.018367046,0.017040291,0.015848819,0.014875032,0.014071226,0.013355493,0.012774918,0.012271076,0.011771609,0.011174949,0.010586023,0.009873309,0.009161304,0.008469299,0.007951158,0.007406145,0.00686557,0.006516085,0.006177509,0.005868486,0.005611295,0.005309051,0.005016145,0.004666382,0.004314864,0.004043559,0.003791114,0.003531212,0.003338365,0.00314712,0.002919698,0.002778006,0.002605312,0.002448428,0.00229709,0.002114721,0.001971796,0.001832692,0.001708072,0.001619199,0.001537536,0.001442561,0.001335136,0.001261732,0.001164847,0.001108053,0.00102297,0.000954003,0.000897733,0.000853543,0.000795177,0.000741373,0.000700757,0.00066951,0.000639433,0.000616691,0.000578479,0.00054304,0.000512409,0.000495214,0.000467295,0.000437588,0.000429083,0.000416695,0.000404676,0.000382674,0.000377928,0.000362582,0.000352289,0.000332813,0.000325664,0.000321904,0.000315248,0.000316419,0.000312228,0.000307606,0.000297252,0.000306373,0.000299963,0.000294108,0.000283508,0.000281597,0.000274571,0.000283446,0.000293122,0.000291397,0.000296389,0.000293554,0.000296697,0.00036591,0.000271489,5.13E-05,5.24E-05,6.69E-05,4.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNGH012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85E-05,1.91E-05,1.88E-05,2.36E-05,1.88E-05,2.77E-05,3.37E-05,0.000498413,0.00041277,0.000372458,0.000387735,0.000420688,0.000498971,0.000598553,0.000717873,0.00078166,0.000815616,0.000769505,0.000692699,0.000651467,0.000652415,0.000677394,0.000760862,0.000886316,0.001092952,0.001246117,0.001245949,0.001100256,0.000950771,0.000930252,0.000948987,0.001019743,0.001125207,0.00129825,0.001663682,0.00216703,0.002570795,0.002485877,0.001951222,0.001566163,0.001471264,0.00154807,0.001721614,0.001988718,0.002459643,0.003114567,0.004189258,0.005099132,0.005342623,0.004592634,0.004060459,0.004139328,0.004823357,0.005886702,0.007316343,0.008467589,0.008905115,0.008904725,0.008985684,0.009020477,0.009008573,0.008926275,0.009340802,0.009939411,0.010842593,0.012077419,0.013033821,0.013208592,0.012723951,0.012678035,0.013236861,0.014517241,0.015904312,0.017457316,0.018869561,0.020007955,0.021364108,0.023291466,0.026125129,0.028554803,0.029244351,0.028956979,0.028004814,0.026734164,0.025408593,0.024055562,0.023019371,0.022566539,0.022049894,0.021521511,0.020739238,0.019459026,0.018010232,0.016414127,0.015031517,0.013803884,0.012751941,0.011869194,0.011105655,0.010559737,0.009990624,0.00946882,0.008875202,0.008294853,0.00747001,0.006885563,0.006335798,0.00586359,0.005462891,0.005123581,0.004776995,0.004534061,0.004279641,0.004064697,0.003828677,0.003587025,0.003332104,0.003124575,0.002865249,0.002655937,0.002477625,0.002340407,0.002211719,0.002098978,0.001970402,0.001870653,0.001764993,0.001641491,0.001493009,0.001404523,0.001305888,0.001214335,0.001149991,0.001076671,0.001027158,0.000955343,0.000911072,0.000829137,0.000793647,0.00073198,0.000682746,0.000646002,0.000624647,0.000585227,0.000558742,0.000511683,0.000488321,0.000469754,0.000442991,0.000425594,0.000406386,0.000393423,0.00036454,0.000355619,0.000340955,0.000330807,0.000324395,0.000327852,0.000307668,0.000289603,0.000285923,0.000281128,0.000268777,0.000272374,0.000264233,0.000255647,0.00027098,0.000329748,0.000234626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
